C:\Users\lenovo\Desktop\New folder\IMG\center_2019_07_18_01_58_07_288.jpg,C:\Users\lenovo\Desktop\New folder\IMG\left_2019_07_18_01_58_07_288.jpg,C:\Users\lenovo\Desktop\New folder\IMG\right_2019_07_18_01_58_07_288.jpg,0,0,0,6.828584E-06
C:\Users\lenovo\Desktop\New folder\IMG\center_2019_07_18_01_58_07_374.jpg,C:\Users\lenovo\Desktop\New folder\IMG\left_2019_07_18_01_58_07_374.jpg,C:\Users\lenovo\Desktop\New folder\IMG\right_2019_07_18_01_58_07_374.jpg,0,0,0,4.629333E-06
C:\Users\lenovo\Desktop\New folder\IMG\center_2019_07_18_01_58_07_461.jpg,C:\Users\lenovo\Desktop\New folder\IMG\left_2019_07_18_01_58_07_461.jpg,C:\Users\lenovo\Desktop\New folder\IMG\right_2019_07_18_01_58_07_461.jpg,0,0,0,5.803381E-06
C:\Users\lenovo\Desktop\New folder\IMG\center_2019_07_18_01_58_07_551.jpg,C:\Users\lenovo\Desktop\New folder\IMG\left_2019_07_18_01_58_07_551.jpg,C:\Users\lenovo\Desktop\New folder\IMG\right_2019_07_18_01_58_07_551.jpg,0,0,0,7.399195E-06
C:\Users\lenovo\Desktop\New folder\IMG\center_2019_07_18_01_58_07_638.jpg,C:\Users\lenovo\Desktop\New folder\IMG\left_2019_07_18_01_58_07_638.jpg,C:\Users\lenovo\Desktop\New folder\IMG\right_2019_07_18_01_58_07_638.jpg,0,0,0,1.377165E-05
C:\Users\lenovo\Desktop\New folder\IMG\center_2019_07_18_01_58_07_725.jpg,C:\Users\lenovo\Desktop\New folder\IMG\left_2019_07_18_01_58_07_725.jpg,C:\Users\lenovo\Desktop\New folder\IMG\right_2019_07_18_01_58_07_725.jpg,0,0,0,1.777216E-05
C:\Users\lenovo\Desktop\New folder\IMG\center_2019_07_18_01_58_07_815.jpg,C:\Users\lenovo\Desktop\New folder\IMG\left_2019_07_18_01_58_07_815.jpg,C:\Users\lenovo\Desktop\New folder\IMG\right_2019_07_18_01_58_07_815.jpg,0,0,0,2.111713E-06
C:\Users\lenovo\Desktop\New folder\IMG\center_2019_07_18_01_58_07_901.jpg,C:\Users\lenovo\Desktop\New folder\IMG\left_2019_07_18_01_58_07_901.jpg,C:\Users\lenovo\Desktop\New folder\IMG\right_2019_07_18_01_58_07_901.jpg,0,0,0,1.6632E-05
C:\Users\lenovo\Desktop\New folder\IMG\center_2019_07_18_01_58_07_989.jpg,C:\Users\lenovo\Desktop\New folder\IMG\left_2019_07_18_01_58_07_989.jpg,C:\Users\lenovo\Desktop\New folder\IMG\right_2019_07_18_01_58_07_989.jpg,0,0,0,1.071303E-05
C:\Users\lenovo\Desktop\New folder\IMG\center_2019_07_18_01_58_08_076.jpg,C:\Users\lenovo\Desktop\New folder\IMG\left_2019_07_18_01_58_08_076.jpg,C:\Users\lenovo\Desktop\New folder\IMG\right_2019_07_18_01_58_08_076.jpg,0,0.1731162,0,0.1287506
C:\Users\lenovo\Desktop\New folder\IMG\center_2019_07_18_01_58_08_166.jpg,C:\Users\lenovo\Desktop\New folder\IMG\left_2019_07_18_01_58_08_166.jpg,C:\Users\lenovo\Desktop\New folder\IMG\right_2019_07_18_01_58_08_166.jpg,0,0.440301,0,0.4231402
C:\Users\lenovo\Desktop\New folder\IMG\center_2019_07_18_01_58_08_258.jpg,C:\Users\lenovo\Desktop\New folder\IMG\left_2019_07_18_01_58_08_258.jpg,C:\Users\lenovo\Desktop\New folder\IMG\right_2019_07_18_01_58_08_258.jpg,0,0.7077981,0,0.9858657
C:\Users\lenovo\Desktop\New folder\IMG\center_2019_07_18_01_58_08_342.jpg,C:\Users\lenovo\Desktop\New folder\IMG\left_2019_07_18_01_58_08_342.jpg,C:\Users\lenovo\Desktop\New folder\IMG\right_2019_07_18_01_58_08_342.jpg,0,0.9701146,0,2.023103
C:\Users\lenovo\Desktop\New folder\IMG\center_2019_07_18_01_58_08_425.jpg,C:\Users\lenovo\Desktop\New folder\IMG\left_2019_07_18_01_58_08_425.jpg,C:\Users\lenovo\Desktop\New folder\IMG\right_2019_07_18_01_58_08_425.jpg,0,1,0,2.942611
C:\Users\lenovo\Desktop\New folder\IMG\center_2019_07_18_01_58_08_515.jpg,C:\Users\lenovo\Desktop\New folder\IMG\left_2019_07_18_01_58_08_515.jpg,C:\Users\lenovo\Desktop\New folder\IMG\right_2019_07_18_01_58_08_515.jpg,0,1,0,4.116761
C:\Users\lenovo\Desktop\New folder\IMG\center_2019_07_18_01_58_08_601.jpg,C:\Users\lenovo\Desktop\New folder\IMG\left_2019_07_18_01_58_08_601.jpg,C:\Users\lenovo\Desktop\New folder\IMG\right_2019_07_18_01_58_08_601.jpg,0,1,0,5.049388
C:\Users\lenovo\Desktop\New folder\IMG\center_2019_07_18_01_58_08_690.jpg,C:\Users\lenovo\Desktop\New folder\IMG\left_2019_07_18_01_58_08_690.jpg,C:\Users\lenovo\Desktop\New folder\IMG\right_2019_07_18_01_58_08_690.jpg,0,1,0,5.974743
C:\Users\lenovo\Desktop\New folder\IMG\center_2019_07_18_01_58_08_777.jpg,C:\Users\lenovo\Desktop\New folder\IMG\left_2019_07_18_01_58_08_777.jpg,C:\Users\lenovo\Desktop\New folder\IMG\right_2019_07_18_01_58_08_777.jpg,0,1,0,7.121361
C:\Users\lenovo\Desktop\New folder\IMG\center_2019_07_18_01_58_08_866.jpg,C:\Users\lenovo\Desktop\New folder\IMG\left_2019_07_18_01_58_08_866.jpg,C:\Users\lenovo\Desktop\New folder\IMG\right_2019_07_18_01_58_08_866.jpg,0,1,0,8.03063
C:\Users\lenovo\Desktop\New folder\IMG\center_2019_07_18_01_58_08_952.jpg,C:\Users\lenovo\Desktop\New folder\IMG\left_2019_07_18_01_58_08_952.jpg,C:\Users\lenovo\Desktop\New folder\IMG\right_2019_07_18_01_58_08_952.jpg,0,1,0,8.932832
C:\Users\lenovo\Desktop\New folder\IMG\center_2019_07_18_01_58_09_040.jpg,C:\Users\lenovo\Desktop\New folder\IMG\left_2019_07_18_01_58_09_040.jpg,C:\Users\lenovo\Desktop\New folder\IMG\right_2019_07_18_01_58_09_040.jpg,0,1,0,10.05066
